degree,ccdf
1,1.0
2,0.996328676767991
3,0.9882642108210696
4,0.9713356771724588
5,0.9438349771320121
6,0.9100245791979092
7,0.8672847764537507
8,0.8155906785725398
9,0.7576491086151644
10,0.6950312684732896
11,0.6340686350766933
12,0.5770293394729473
13,0.5219657135745621
14,0.46888709125416134
15,0.4202669487570393
16,0.376313742571793
17,0.34177219128216296
18,0.3082138079089014
19,0.2776422637752403
20,0.2518403285523163
21,0.2289972309511216
22,0.20798046109330764
23,0.18873090445225724
24,0.17123300457359764
25,0.15617124544973704
26,0.14324072057496656
27,0.13063688124202733
28,0.11947045829314584
29,0.11125042780249528
30,0.10280327307800011
31,0.09541395725086342
32,0.08820509629445253
33,0.08209140972589525
34,0.07606795059270091
35,0.07121122553747554
36,0.06650695373510464
37,0.06254939174263398
38,0.05817802806384364
39,0.054348028997230916
40,0.05155408979185468
41,0.048075666594069935
42,0.04539373386017855
43,0.0430509318316169
44,0.04077968949317076
45,0.03811020192277773
46,0.03582651442083316
47,0.033664167262997424
48,0.03190939920973215
49,0.029924395631747647
50,0.028253632432096058
51,0.026950001555645475
52,0.025195233502380173
53,0.024106281696275798
54,0.02316356056127684
55,0.021710587722846238
56,0.02035095361065303
57,0.01932733891291498
58,0.018076599981332223
59,0.0170187610839737
60,0.016172489966086886
61,0.015102205905230124
62,0.014722628418530821
63,0.014072368625742866
64,0.013559005631436487
65,0.013064310382377611
66,0.011499331072461956
67,0.011147755203634027
68,0.010817958370928044
69,0.010257926013502961
70,0.009884571108552991
71,0.00929964842413122
72,0.008848511247316499
73,0.008425375688373102
74,0.008164027254908028
75,0.007952459475436406
76,0.007740891695964674
77,0.007491988425997951
78,0.00732086742789585
79,0.006966180268193284
80,0.0065523785818736545
81,0.006368812420273212
82,0.006219470458293117
83,0.0060390155875672796
84,0.0058181139354717745
85,0.005659438100868021
86,0.005494539684515154
87,0.005357642886033422
88,0.004956286363212126
89,0.004828723437354136
90,0.004726050838492879
91,0.004371363678790285
92,0.004271802370803623
93,0.004162907190193265
94,0.0040633458822065495
95,0.003907781338477359
96,0.003833110357487275
97,0.003745994212999005
98,0.0036090974145173357
99,0.0035375377244018526
100,0.0034908683612831335
101,0.0034410877072897383
102,0.00337575059892348
103,0.003282411872686022
104,0.0032170747643196986
105,0.002849942441118786
106,0.002790827914501731
107,0.0027410472605084095
108,0.002688155315640448
109,0.0026445972433963125
110,0.0025948165894029897
111,0.002579260135029988
112,0.0022650197566970003
113,0.0022245729753275047
114,0.002165458448710357
115,0.0021187890855915866
116,0.0019290003422419905
117,0.0018947761426215503
118,0.0018729971064995214
119,0.001788992252885721
120,0.0017641019258890145
121,0.0017205438536448783
122,0.0016894309448990035
123,0.0016645406179023896
124,0.0016178712547836138
125,0.001596092218661528
126,0.001558756728166467
127,0.0015307551102952501
128,0.0014996422015494122
129,0.0014809744563018727
130,0.0014560841293052575
131,0.001446750256681489
132,0.0014063034753119177
133,0.0013907470209389811
134,0.0013503002395693748
135,0.0012725179677047789
136,0.0012538502224573136
137,0.0012227373137114572
138,0.0012009582775893333
139,0.0011947356958402397
140,0.0011885131140910738
141,0.0011325098783484724
142,0.001116953423975572
143,0.0011013969696026533
144,0.0010827292243552242
145,0.0010765066426060197
146,0.0010702840608568895
147,0.0010578388973584625
149,0.0010236146977381333
150,0.0010018356616160278
151,0.0009987243707413704
153,0.0009862792072431275
155,0.0009831679163685443
156,0.0009645001711209674
157,0.0009520550076227062
158,0.00094583242587352
159,0.0009427211349988994
160,0.0009364985532496949
161,0.0009302759715005829
162,0.0009209420988768687
163,0.0009084969353785339
164,0.0008898291901309939
165,0.0008836066083817894
166,0.0008773840266326032
167,0.0008742727357580936
168,0.0008680501540089074
171,0.0008649388631342868
172,0.0008587162813851006
174,0.0008556049905105726
175,0.0008462711178868025
176,0.0008431598270122003
177,0.0008400485361375965
178,0.0003111290874584321
179,0.0003080177965837562
180,0.0002924613422108927
181,0.00028312746958710427
182,0.00027690488783791816
183,0.0002737935969634085
184,0.0002675710152142224
185,0.0002644597243396201
186,0.00026134843346501785
188,0.0002582371425904156
189,0.00025512585171592433
190,0.00025201456084130363
191,0.0002457919790921175
192,0.00024268068821751523
193,0.00023956939734291296
194,0.00023645810646842172
195,0.00023334681559380104
196,0.0002271242338446149
197,0.00022401294297008686
198,0.00021467907034629846
199,0.00020845648859711232
200,0.00020534519772249165
201,0.00019912261597341654
202,0.00019601132509879587
204,0.00018978874334960974
205,0.00018667745247502647
207,0.00016800970722750488
209,0.0001648984163529026
212,0.00016178712547841137
214,0.0001586758346038091
215,0.00015556454372918843
217,0.0001493419619800023
218,0.00014623067110540003
220,0.00014311938023081735
221,0.0001057838897359036
222,0.00010267259886130134
224,9.956130798666226e-05
228,9.022743536298488e-05
230,8.400485361378035e-05
233,7.778227186465002e-05
235,6.533710836629616e-05
237,6.22258174916939e-05
238,5.911452661707322e-05
243,5.289194486788709e-05
249,4.978065399337744e-05
255,4.355807224419131e-05
258,4.044678136958904e-05
266,3.733549049498677e-05
270,3.42241996203845e-05
295,3.111290874585645e-05
328,2.177903612208645e-05
330,1.8667745247484183e-05
331,1.5556454372881915e-05
352,1.2445163498390669e-05
430,9.3338726237884e-06
462,6.222581749186133e-06
614,3.111290874583865e-06
