country_x,percentile,value,iso3,country_y,gdp_pc_ppp,pop,avg_income,ln_inc,weight,rho_eff,ln_rho_eff
BG,p20p30,0.0351,BGR,Bulgaria,32433.7937497005,6465097.0,11384.261606144875,9.33998711966595,646509.7000000001,0.012079440002042419,-4.416250444996828
BG,p30p40,0.0435,BGR,Bulgaria,32433.7937497005,6465097.0,14108.700281119716,9.554546927288769,646509.7000000001,0.01648090983649575,-4.105552547499518
BG,p40p50,0.0541,BGR,Bulgaria,32433.7937497005,6465097.0,17546.68241858797,9.772620175046566,646509.7000000001,0.023913755857761676,-3.7333014267130076
BG,p50p60,0.0666,BGR,Bulgaria,32433.7937497005,6465097.0,21600.906637300533,9.980490566740473,646509.7000000001,0.03912153164227028,-3.241082282172184
BG,p60p70,0.0822,BGR,Bulgaria,32433.7937497005,6465097.0,26660.57846225381,10.190941291256264,646509.7000000001,0.24142242497038002,-1.4212070791469775
BG,p70p80,0.1037,BGR,Bulgaria,32433.7937497005,6465097.0,33633.84411843942,10.423288104429611,646509.7000000001,0.24142242497038002,-1.4212070791469775
BG,p80p90,0.141,BGR,Bulgaria,32433.7937497005,6465097.0,45731.6491870777,10.730545879572299,646509.7000000001,0.24142242497038002,-1.4212070791469775
BG,p90p100,0.4499,BGR,Bulgaria,32433.7937497005,6465097.0,145919.63807990256,11.890811325041257,646509.7000000001,0.24142242497038002,-1.4212070791469775
BH,p0p10,0.0017,BHR,Bahrain,57572.997981018,1524693.0,978.7409656773059,6.886267016792226,152469.30000000002,0.0007984129687442776,-7.132884589681761
BH,p10p20,0.0134,BHR,Bahrain,57572.997981018,1524693.0,7714.781729456413,8.950893472686921,152469.30000000002,0.007353313596729194,-4.912604237863507
BH,p20p30,0.0233,BHR,Bahrain,57572.997981018,1524693.0,13414.508529577195,9.50409212630171,152469.30000000002,0.015264739397858662,-4.1822097248140215
BH,p30p40,0.0289,BHR,Bahrain,57572.997981018,1524693.0,16638.5964165142,9.719480360848442,152469.30000000002,0.02166681830245254,-3.831973299204367
BH,p40p50,0.0366,BHR,Bahrain,57572.997981018,1524693.0,21071.71726105259,9.955687006137376,152469.30000000002,0.036336844444271654,-3.314923054009197
BH,p50p60,0.0471,BHR,Bahrain,57572.997981018,1524693.0,27116.88204905948,10.207911766752428,152469.30000000002,0.24142242497038002,-1.4212070791469775
BH,p60p70,0.0606,BHR,Bahrain,57572.997981018,1524693.0,34889.23677649691,10.459933658805324,152469.30000000002,0.24142242497038002,-1.4212070791469775
BH,p70p80,0.0795,BHR,Bahrain,57572.997981018,1524693.0,45770.53339490931,10.731395787390342,152469.30000000002,0.24142242497038002,-1.4212070791469775
BH,p80p90,0.1314,BHR,Bahrain,57572.997981018,1524693.0,75650.91934705764,11.233884871780566,152469.30000000002,0.24142242497038002,-1.4212070791469775
BH,p90p100,0.5775,BHR,Bahrain,57572.997981018,1524693.0,332484.063340379,12.714347208126005,152469.30000000002,0.24142242497038002,-1.4212070791469775
BI,p0p10,0.0023,BDI,Burundi,1031.25412243175,13321097.0,23.718844815930247,3.166269872097489,1332109.7000000002,1.8983902691172005e-05,-10.871919164677703
BI,p10p20,0.0185,BDI,Burundi,1031.25412243175,13321097.0,190.78201264987374,5.251131481246664,1332109.7000000002,0.00015319921819501037,-8.783771403836534
BI,p20p30,0.0316,BDI,Burundi,1031.25412243175,13321097.0,325.87630268843304,5.786517869755252,1332109.7000000002,0.0002623806514956417,-8.245714240291218
BI,p30p40,0.0408,BDI,Burundi,1031.25412243175,13321097.0,420.751681952154,6.042042830572501,1332109.7000000002,0.00033940843267099563,-7.988306359653721
BI,p40p50,0.0508,BDI,Burundi,1031.25412243175,13321097.0,523.8770941953289,6.261257103746821,1332109.7000000002,0.00042346546913896166,-7.767038584058431
BI,p50p60,0.0624,BDI,Burundi,1031.25412243175,13321097.0,643.502572397412,6.466926024537767,1332109.7000000002,0.0005214075423086717,-7.558978591075305
BI,p60p70,0.0776,BDI,Burundi,1031.25412243175,13321097.0,800.253199007038,6.6849281763515584,1332109.7000000002,0.000650461448753914,-7.33782852578955
BI,p70p80,0.1,BDI,Burundi,1031.25412243175,13321097.0,1031.25412243175,6.938530935150476,1332109.7000000002,0.0008421471607196196,-7.079555783791905
BI,p80p90,0.145,BDI,Burundi,1031.25412243175,13321097.0,1495.3184775260374,7.3100944915829595,1332109.7000000002,0.001232763718473806,-6.69849670457168
BI,p90p100,0.471,BDI,Burundi,1031.25412243175,13321097.0,4857.206916653542,8.488218843178803,1332109.7000000002,0.004311264975514373,-5.446523920129375
BJ,p0p10,0.0026,BEN,Benin,3588.32519938147,13759501.0,93.29645518391823,4.535782113390019,1375950.1,7.47739835477157e-05,-9.501040547018212
BJ,p10p20,0.0207,BEN,Benin,3588.32519938147,13759501.0,742.7833162719643,6.6104043686339065,1375950.1,0.0006030512225163598,-7.413508418714857
BJ,p20p30,0.0351,BEN,Benin,3588.32519938147,13759501.0,1259.502144982896,7.138471798834403,1375950.1,0.0010333350364760685,-6.874963807957857
BJ,p30p40,0.0445,BEN,Benin,3588.32519938147,13759501.0,1596.804713724754,7.375759857534778,1375950.1,0.0013191943197867761,-6.6307340925295675
BJ,p40p50,0.0548,BEN,Benin,3588.32519938147,13759501.0,1966.4022092610458,7.583960862316553,1375950.1,0.0016370965195833254,-6.414831021070855
BJ,p50p60,0.0673,BEN,Benin,3588.32519938147,13759501.0,2414.9428591837295,7.7894309050132655,1375950.1,0.002029683914798075,-6.199875205048056
BJ,p60p70,0.0835,BEN,Benin,3588.32519938147,13759501.0,2996.251541483528,8.005117300219393,1375950.1,0.002550003234925602,-5.971660651214331
BJ,p70p80,0.1054,BEN,Benin,3588.32519938147,13759501.0,3782.094760148069,8.238033304469845,1375950.1,0.003275232941788886,-5.721366285160563
BJ,p80p90,0.1494,BEN,Benin,3588.32519938147,13759501.0,5360.957847875917,8.5868979410613,1375950.1,0.004815494019379418,-5.335916638916277
BJ,p90p100,0.4367,BEN,Benin,3588.32519938147,13759501.0,15670.21614569888,9.659517128854098,1375950.1,0.019520243384870795,-3.936303229587688
BM,p0p10,0.002,BMU,Bermuda,98145.1689383889,64749.0,1962.9033787677781,7.58217997185659,6474.900000000001,0.0016340636954186305,-6.416685302019725
BM,p10p20,0.0162,BMU,Bermuda,98145.1689383889,64749.0,15899.517368019,9.674044033534983,6474.900000000001,0.020008094970296764,-3.9116183388018926
BM,p20p30,0.031,BMU,Bermuda,98145.1689383889,64749.0,30425.002370900558,10.323019995781792,6474.900000000001,0.24142242497038002,-1.4212070791469775
BM,p30p40,0.0468,BMU,Bermuda,98145.1689383889,64749.0,45931.939063166006,10.734915994220247,6474.900000000001,0.24142242497038002,-1.4212070791469775
BM,p40p50,0.0623,BMU,Bermuda,98145.1689383889,64749.0,61144.44024861629,11.020994217090053,6474.900000000001,0.24142242497038002,-1.4212070791469775
BM,p50p60,0.0752,BMU,Bermuda,98145.1689383889,64749.0,73805.16704166845,11.209184022252439,6474.900000000001,0.24142242497038002,-1.4212070791469775
BM,p60p70,0.0839,BMU,Bermuda,98145.1689383889,64749.0,82343.79673930828,11.318658404769804,6474.900000000001,0.24142242497038002,-1.4212070791469775
BM,p70p80,0.0889,BMU,Bermuda,98145.1689383889,64749.0,87251.05518622774,11.376544933816504,6474.900000000001,0.24142242497038002,-1.4212070791469775
BM,p80p90,0.1078,BMU,Bermuda,98145.1689383889,64749.0,105800.49211558324,11.56931044977154,6474.900000000001,0.24142242497038002,-1.4212070791469775
BM,p90p100,0.4859,BMU,Bermuda,98145.1689383889,64749.0,476887.37587163167,13.075035632708502,6474.900000000001,0.24142242497038002,-1.4212070791469775
BN,p0p10,0.0035,BRN,Brunei Darussalam,76357.829114996,455370.0,2672.52401902486,7.890778630333036,45537.0,0.002258601473639099,-6.093009474218041
